headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,legislative,立法の,/lɛdʒɪsˈleɪtɪv/,24233,The legislative branch is responsible for making laws.,立法府は法律を制定する責任を負います。,1634380
,,,loser,"負ける,(負けた)人,敗北者",/ˈluː.zər/,25061,He is a sore loser.,彼は負けず嫌いだ。,3001009
,,,prosper,"繁栄する,成功する  / (神が)…‘を'繁栄させる,成功させる",/prɑːˈspɜːr/,33743,The company continues to prosper despite the challenging economic conditions.,経済状況の厳しい中でも、会社は繁栄し続けています。,3003252
,,,fleet,"速い(fast, swift) / すばやく動く",/fliːt/,16101,The fleet of ships sailed across the ocean at a fast speed.,船団は高速で海を渡っていった。,1635159
,,,optimum,"【形】最適の,最高の【名/C】最適の条件",/ˈɒptɪməm/,29702,The optimum temperature for this experiment is 25 degrees Celsius.,この実験の最適な温度は摂氏25度です。,1627948
,,,prosperity,"繁栄,成功",/prɑːˈspɛrəti/,33744,The country experienced a period of prosperity after implementing economic reforms.,経済改革を実施した後、その国は繁栄の時期を経験しました。,3003253
,,,newcomer,"〈C〉《...に》新しく来た人, 新入者《to ...》 / 新たに出現したもの",/ˈnjuːkʌmər/,28484,She is a newcomer to the company.,彼女は会社の新人です。,3001900
,,,optimal,"{[形]}最適の,最高の{[名/C]}最適の条件 / =optimum",/ˈɒptɪməl/,29697,Finding the optimal solution requires careful analysis.,最適解を見つけるには、慎重な分析が必要だ。,3002242
,,,oversight,過失、見落し、監視、監督,/ˈoʊvərsaɪt/,30157,The project manager's oversight led to a major mistake.,プロジェクト・マネージャーの見落としが大きなミスにつながった。,3002355
,,,peso,ペソ(メキシコ・キューバ・フィリピンなどの貨幣単位;《略》P.),/'peɪsoʊ/,31483,I exchanged my dollars for pesos at the bank.,私は銀行でドルをペソに両替しました。,3002681
,,,policeman,"〈C〉警官, 巡査",/pəˈliːsmən/,32480,The policeman arrested the thief.,警察官は泥棒を逮捕した。,3002918
,,,policyholder,保険契約者,/ˈpɒlɪsɪˌhəʊldə/,32484,The policyholder is responsible for paying the insurance premiums.,保険契約者は保険料を支払う責任があります。,1644905
,,,poster,"ポスター,びら",/'poʊstər/,32785,I have a poster of my favorite band in my room.,部屋に自分の好きなバンドのポスターを持っている。,1623673
,,,quantify,〈他〉定量化する,/kwɑːn.tɪ.faɪ/,34330,It is impossible to quantify the value of life.,命の価値を量ることは不可能です。,5468674
,,,reassure,"〈人〉に自信を取り戻させる, を安心させる",/ˌriː.əˈʃʊr/,35017,I reassured my friend that everything would be okay.,私は友達にすべてが大丈夫だと安心させました。,3003531
,,,recipient,〈C〉《...の》受取人《of ...》 / 受益者 / 受容器 / 【形】感受性のある,/rɪˈsɪpiənt/,35089,The recipient of the award was overwhelmed with joy.,受賞者は喜びに打ち震えました。,1628095
,,,bust,"〈C〉半身像,胸像  / 〈U〉《遠回しに》(婦人の)胸部 / 〈C〉失敗,破産 / ぶんなぐり",/bʌst/,5708,She accidentally bumped into a bust and knocked it over.,彼女はうっかりと胸像にぶつかって倒してしまった。,1633550
,,,repeatedly,繰り返して,/rɪˈpiːtɪdli/,35645,He repeatedly asked her to go out with him.,彼は彼女に何度もデートに行くように頼んだ。,3003738
,,,respective,"それぞれの,各自の",/rɪˈspɛktɪv/,35822,They have their respective roles in the project.,彼らはプロジェクトにそれぞれの役割を持っています。,3003799
,,,constitutional,"【形】憲法の / 体質の,生まれつきの / 構成上の【名/C】健康のための散歩",/kɒnstɪˈtjuːʃənəl/,9122,The constitutional rights of citizens must be protected.,市民の憲法上の権利は保護されなければならない。,3009820
,,,container,"〈C〉容器 , 入れ物 / (貨物輸送用の)コンテナ",/kənˈteɪnər/,9167,I packed my lunch in a container.,私はランチを容器に詰めました。,1630644
,,,cumulative,"しだいに増加する,累加する,累積的な",/kjuːmjələtɪv/,10378,The cumulative number of COVID-19 cases continues to rise.,新型コロナウイルスの累積感染者数は増加し続けています。,1641766
,,,disastrous,"災害の / 《...に》壊滅的な, 破壊を招く, 悲惨な《for, on ...》",/dɪˈzæstrəs/,12043,The hurricane caused disastrous damage to the coastal towns.,ハリケーンは沿岸の町に壊滅的な被害をもたらしました。,2997654
,,,satisfactory,"満足を与える,満足な,申し分のない",/sætɪsˈfæktəri/,37193,The service at the restaurant was satisfactory.,レストランのサービスは満足のいくものでした。,3004193
,,,emission,"〈U/C〉(光・熱・液体などの)放射,放出 / 〈C〉放射物,放出物",/ɪˈmɪʃən/,13823,The emission of greenhouse gases is a major concern for environmentalists.,温室効果ガスの排出は環境保護主義者にとって重大な関心事です。,1629265
,,,seeker,"(…の)追求者,探求者《+for(after, of)+名》",/siːkər/,37875,She is a seeker of truth.,彼女は真実の追求者です。,1646768
,,,franc,〈C〉フラン(フランス・ベルギー・スイスなどの貨幣単位),/fræŋk/,16824,I exchanged my dollars for francs at the bank.,私は銀行でドルをフランに両替しました。,1628623
,,,statistical,"統計の,統計学上の",/stəˈtɪstɪkəl/,40826,Statistical analysis is used to interpret data and draw conclusions.,統計分析はデータを解釈し、結論を導くために使用されます。,3005057
,,,stockholder,=shareholder,/ˈstɑkhoʊldər/,41073,The stockholder meeting will be held next week.,株主総会は来週開催されます。,3005123
,,,insufficient,不十分な,/ˌɪnsəˈfɪʃənt/,22136,The amount of food provided was insufficient for the number of guests.,提供された食べ物の量は、ゲストの数に対して不十分でした。,3000281
,,,successive,"連続した,継続的な",/səkˈsɛsɪv/,41606,He scored successive goals in the match.,彼は試合で連続したゴールを決めた。,3005254
,,,ounce,〈C〉オンス（重量の単位） / 液量オンス / 《通例否文で》《an ~》少量《の…》《of ...》,/aʊns/,29901,I need to measure one ounce of flour for this recipe.,このレシピには小麦粉を1オンス計量する必要があります。,3002290
,,,pet,〈C〉愛玩動物 / 《単数形で》お気に入りの人(物),/pɛt/,31497,My pet is a small dog.,私のペットは小さな犬です。,1623655
,,,supervision,"〈U〉監督,管理,指揮",/suːpərˈvɪʒən/,41872,The supervisor provided close supervision to the team.,スーパーバイザーはチームを厳しく監督した。,1628484
,,,swiftly,"すばやく, 速く, 迅速に",/ˈswɪftli/,42125,He swiftly ran towards the finish line.,彼はすばやくゴールラインに向かって走った。,3005409
,,,taxpayer,"納税者,被課税者",/'tæksˌpeɪər/,42611,Every taxpayer must file their tax return by April 15th.,すべての納税者は4月15日までに納税申告書を提出しなければなりません。,3005535
,,,temporarily,"一時的に,仮に",/tɛmpəˈrɛrəli/,42801,I will temporarily stay at my friend's house until I find a new apartment.,新しいアパートを見つけるまで、一時的に友達の家に滞在します。,3005584
,,,theft,"〈U〉盗み, 窃盗罪 / 〈C〉《...を》盗むこと《of ...》",/θɛft/,43008,The theft of the valuable painting shocked the art community.,貴重な絵画の盗難は、美術界を驚かせました。,3005641
,,,regain,〈他〉(健康・記憶など)を取り戻す / (場所・状態など)に立ち帰る,/ɹɪˈɡeɪn/,35376,She worked hard to regain her confidence after the accident.,彼女は事故後、自信を取り戻すために一生懸命働きました。,3003631
,,,unexpectedly,思いがけなく,/ʌnɪkˈspɛktɪdli/,45130,I unexpectedly ran into my old friend at the grocery store.,思いがけなく、スーパーで昔の友達に出会った。,3006176
,,,virtual,"(名目上・表面上はそうではないが)事実上の,実際上の",/'vɜːrtʃuəl/,46300,He claimed to be a virtual prisoner in his own home.,彼は自宅で事実上の囚人になっていると主張した。,3010893
,,,statistically,【副】統計的に；統計（学）上,/stəˈtɪstɪkli/,48309,"Statistically, women live longer than men.",統計的に、女性の方が男性よりも長生きします。,1638371
,,,accountability,"【名/U】説明責任,報告義務；責任のあること",/əˌkaʊn.təˈbɪl.ə.ti/,48388,Accountability is important in any organization.,組織においては責任が重要です。,3007027
,,,healthcare,"【名】健康管理,医療；健康保険【形】健康管理の",/hɛlθkɛər/,48370,I work in the healthcare industry.,私は医療業界で働いています。,1649702
,,,laptop,"〈C〉ラップトップ型コンピュータ,ノートパソコン",/ˈlæp.tɒp/,48372,I bought a new laptop yesterday.,私は昨日新しいノートパソコンを買いました。,3007024
,,,redesign,【動/他】を再設計する【名/U/C】再設計,/ɹiːdɪˈzaɪn/,48359,The company decided to redesign their website to improve user experience.,会社はユーザー経験を向上させるためにウェブサイトの再設計を決定しました。,1653617
,,,regime,"〈C〉政権,政府 / 政治体制 / 制度",/ɹɪˈʒiːm/,35392,The new regime implemented strict policies to maintain control.,新政権は厳しい政策を実施して統制を維持した。,3003640
,,,optimization,"【名】最適化,適正化",/ˌɑptɪmɪˈzeɪʃən/,48423,Optimization is the process of making something as effective and efficient as possible.,最適化は、何かをできるだけ効果的かつ効率的にするプロセスです。,1650604
,,,outsource,"【動/他】を外部発注する,委託する【動/自】外部発注する,委託する",/ˌaʊtˈsɔːrs/,48426,Many companies choose to outsource their IT services to reduce costs.,多くの企業はコスト削減のためにITサービスを外部委託することを選択しています。,1634685
,,,contractor,"〈C〉契約人,請負人 / 建設業者 / 収縮する物, 収縮筋",/ˈkɒn.træktər/,9242,The contractor completed the construction project ahead of schedule.,請負業者は工事プロジェクトを予定よりも早く完了しました。,3009861
,,,straightforward,"わかりやすい,簡単な / 正直な,率直な / まっすぐに進む",/stɹeɪtfɔːɹwəd/,41205,She gave a straightforward explanation of the process.,彼女はその経緯をわかりやすく説明してくれました。,1622995
,,,unusually,"異常に / 一風変わって  / 《話》非常に,ひどく",/ʌnˈjuːʒuəli/,45517,She was unusually quiet today.,彼女は今日、異常に静かだった。,3006273
,,,widespread,"広範囲にわたる,行き渡った,普及している / （翼など）広げた",/ˈwaɪdspɹɛd/,47430,The COVID-19 pandemic has had a widespread impact on the global economy.,COVID-19パンデミックは世界経済に広範囲な影響を与えています。,3006731
