headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,derivative,"派生した,由来した;独創性のない,借り物めいた  / 派生語  / 派生した物",/dɪˈrɪvətɪv/,11498,The concept of evolution is a derivative of Charles Darwin's theory.,進化の概念はチャールズ・ダーウィンの理論の派生です。,1664029
,,,detection,"発見,探知,発覚  / (電波の)検波",/dɪˈtɛkʃən/,11618,The detection of the virus was crucial in preventing its spread.,ウイルスの発見は、その拡散を防ぐ上で重要でした。,1636840
,,,deviation,"逸脱,脱線,偏向,偏差,磁針の自差",/dɛviˈeɪʃən/,11679,The experiment showed a deviation from the expected results.,実験結果は予想と外れることを示した。,1634659
,,,diameter,直径  / (レンズなどの)倍率,/daɪˈæmɪtər/,11766,The diameter of the circle is 10 centimeters.,円の直径は10センチメートルです。,2997574
,,,dimensional,(長さ・幅・厚さなどの)寸法の  / (数学で)…次元の,/dɪˈmɛnʃənəl/,11900,"The dimensional measurements of the box are 10 inches in length, 8 inches in width, and 6 inches in thickness.",箱の寸法は長さが10インチ、幅が8インチ、厚さが6インチです。,1633710
,,,dye,"(髪・布などの)染料  / 染め色,色合い",/daɪ/,13234,She used a dye to color her hair.,彼女は髪を染めるために染料を使いました。,2997953
,,,evolutionary,発展の  / 進化の;進化論に関する,/ˌiː.və.ˈluː.ʃə.ˌner.i/,14599,The theory of evolution explains the process of evolutionary change in living organisms.,進化論は生物の進化的変化の過程を説明します。,2998300
,,,fabric,"〈C〉〈U〉織物,編物  / 〈U〉織り方;織地  / 〈U〉構造,組織  / 〈U〉構造物,建造物",/'fæbrɪk/,15040,She bought a beautiful fabric to make a dress.,彼女はドレスを作るために美しい織物を買いました。,2998435
,,,factorial,(数学で)階乗  / 階乗の;因数の,/fækˈtɔːriəl/,15080,The factorial of a number is the product of all positive integers less than or equal to that number.,ある数の階乗は、その数以下のすべての正の整数の積です。,1636941
,,,adaptation,"〈U〉適応, 順応 / 脚色,翻案 / 〈C〉翻案物, 改作物",/ˌæd.əpˈteɪ.ʃən/,475,The movie is an adaptation of the popular novel.,その映画は人気小説の映画化です。,1653222
,,,fever,"〈U〉《しばしばa fever》(身体の異常な)熱,発熱  / 〈U〉熱病  / 〈U〉〈C〉(…に対する)興奮,熱狂《+for+名》",/ˈfiːvər/,15565,I have a fever.,私は熱を出しています。,1624216
,,,fraction,"〈C〉破片,断片 / 《...の》一部《of ...》 / 分数",/'fræk.ʃən/,16803,He ate only a fraction of the cake.,彼はケーキのほんの一部しか食べませんでした。,1628051
,,,generalization,"〈U〉一般化すること,概括すること  / 〈C〉一般的な考え(説明,法則),一般論",/dʒɛnərəlaɪˈzeɪʃən/,17663,Generalization is an important concept in computer science.,一般化はコンピュータ科学において重要な概念です。,6535942
,,,ghost,"幽霊,亡霊,死者の霊  / (…の)ほんのわずか《+of+名》  / (…の)幻,面影《+of+名》  / =ghost writer  / (テレビの画面の)ゴースト  / =ghostwrite",/ɡoʊst/,17822,I saw a ghost in my bedroom last night.,昨夜私の部屋で幽霊を見た。,1624247
,,,goat,ヤギ  / 《米話》=scapegoat  / 《俗》好色家 /最高（ Greatest of All Time（歴史上最高の頭字語））,/ɡoʊt/,18098,The goat is grazing in the field.,ヤギが畑で草を食べています。,2999185
,,,grammatical,《名詞の前にのみ用いて》文法上の  / 文法にかなった,/ɡrəˈmætɪkəl/,18343,Understanding grammatical rules is essential for learning a new language.,新しい言語を学ぶためには文法のルールを理解することが重要です。,2999267
,,,gravity,"(地球の)引力,重力;重量(weight)  / 厳粛さ,まじめさ  / 重大さ,ゆゆしさ",/ˈɡrævəti/,18465,Gravity keeps us grounded on Earth.,引力は私たちを地球に引きつけます。,2999299
,,,halfway,"(2点間の)中間の  / 中途はんぱの  / 中途で,中途まで  / ほとんど",/ˈhæf.weɪ/,19058,I stopped halfway through the marathon.,私はマラソンの途中で止まりました。,2999448
,,,headquarters,"本部,司令部,本署 / 《会社の》本社",/hɛdˈkwɔːrtərz/,19476,The company's headquarters is located in New York.,会社の本部はニューヨークにあります。,2999579
,,,helix,らせん  / らせん形のもの,/'hɛlɪks/,19648,"The DNA molecule is shaped like a double helix, with two intertwined strands creating its unique structure.",DNA 分子は二重らせんのような形をしており、2 本の鎖が絡み合って独特の構造を形成しています。,1627828
,,,capillary,"【名/C】毛細血管 / 【形】毛細管の / 毛状の,毛のように細い",/'kæp.ə.lɛr.i/,6251,The capillary is a tiny blood vessel that connects arterioles and venules.,毛細血管は、動脈小管と静脈小管をつなぐ微細な血管です。,3009244
,,,horizontal,"水平線の,地平線の;水平の,水平面の  / 水平の位置;水平線(面)",/hɔːrɪˈzɒntəl/,20342,The sun sets below the horizontal line.,太陽は水平線の下に沈みます。,2999800
,,,immune,"免疫の / 《...に》免疫がある《to ...》 / 《補語にのみ用いて》《影響・攻撃などを》免れている《against, from, to ...》",/ɪˈmjuːn/,21126,Regular exercise can help boost your immune system.,定期的な運動は免疫システムを強化するのに役立ちます。,3000010
,,,incredible,"信じられない,信用できない  / 途方もない,驚くべき(surprising)",/ɪnˈkrɛdəbəl/,21499,The view from the top of the mountain was incredible.,山の頂上からの景色は信じられなかった。,3000102
,,,cheat,〈他〉騙す / 〈自〉不正をする,/tʃiːt/,7149,"He tried to cheat on the test, but he got caught.",彼はテストでカンニングしようとしたが、バレた。,3009358
,,,infectious,"(病気が)伝染する,伝染性の  / (影響などが)感化しやすい,うつりやすい",/ɪnˈfɛkʃəs/,21776,Infectious diseases can spread quickly in crowded areas.,混雑した地域では感染症が急速に広がることがあります。,3000169
,,,injection,"〈U〉〈C〉注射,注入  / 〈C〉注射液",/ɪnˈdʒɛkʃən/,21925,I received an injection at the doctor's office.,私は医者のオフィスで注射を受けました。,3000209
,,,initiation,"【名/U】（組織などへの）加入,入会,仲間入り；(手続き･計画などの)開始,着手【C】入会[入社]式",/ɪˌnɪʃiˈeɪʃən/,21922,He underwent initiation into the secret society.,彼は秘密結社への入会を受けました。,1626271
,,,innate,"生得的な, 生まれつきの",/ɪˈneɪt/,21953,Her innate talent for music was evident from a young age.,彼女の生まれつきの音楽の才能は若い頃から明らかでした。,3000216
,,,interval,"(事と事の)間の時間,合い間;(物と物の)間の空間,間隔  / 《英》=intermission  / 音程",/ˈɪntərvəl/,22362,There was a long interval before he answered.,彼が答えるまでに長い間があった。,45137
,,,invert,...を逆さまにする  / 〈順序・位置・関係など〉を反対にする,/ɪnˈvɜrt/,22459,She decided to invert the colors of the painting.,彼女は絵の色を逆さまにすることを決めました。,3000357
,,,compact,"【形】ぎっしり詰まった, 緊密な, 引き締まった / こぢんまりして経済的な,小さくまとまった / (文体などが)簡潔な / 【動/他】…をぎっしり詰める, を圧縮する",/kəmˈpækt/,8610,This compact suitcase can fit all your belongings.,このコンパクトなスーツケースには、すべての荷物が収まります。,1642160
,,,compact,"【名/U/C】契約,盟約 / 【動/自】《…と》契約する《with ...》",/kəmˈpækt/,8611,I bought a compact car for easy parking in the city.,都市での駐車が簡単になるため、コンパクトカーを買いました。,3009687
,,,conception,"〈U〉概念 / 〈C〉着想,思いつき / 〈U〉妊娠,受胎",/kənˈsɛpʃən/,8782,The conception of the project was a great success.,プロジェクトの構想は大成功だった。,1626957
,,,lexical,"単語の,語彙の",/lɛksɪkəl/,24354,I am studying lexical analysis in my computer science class.,私はコンピュータサイエンスの授業で語彙解析を勉強しています。,1652722
,,,liable,"(法律的に)責任(義務)のある  / 《be liable to+名》(病気などに)かかりやすい  / 《be liable to do》(性質・習慣などにより)…しがちである,しやすい;《話》…しそうな,たぶん…する",/ˈlaɪəbəl/,24365,He is liable for the damages caused by his actions.,彼は自分の行動によって引き起こされた損害に対して責任がある。,3000833
,,,connotation,"【名/U/C】言外の意味, 含蓄 / (論理学で)内包",/kɑnəˈteɪʃən/,9020,The word 'snake' has a negative connotation.,「蛇」という言葉はネガティブな意味合いを持っています。,2997015
,,,limb,(動物の)手足;(鳥の)翼  / (木の)大枝,/lɪm/,24542,The dog lost a limb in the accident.,その犬は事故で手足を失った。,3000879
,,,linear,"線の,直線の  / 線から成る,線を使った;線状の  / (方程式が)一次の",/ˈlɪniər/,24598,The graph shows a linear relationship between the two variables.,グラフは、2つの変数の間に線の関係を示しています。,1642527
,,,corpus,"【名/C】(特定の事に関する)文書資料の集成, コーパス / (研究用に収集した)資料",/'kɔːrpəs/,9543,The corpus contains a large collection of texts.,コーパスには大量のテキストが含まれています。,1635148
,,,cure,"〈C〉(病気の)回復 / 治療 / 〈C〉《...の》治療薬, 治療法 《for ...》",/kjʊər/,10416,There is no cure for the common cold.,普通の風邪に治療法はない。,109117
,,,damp,"湿っぽい, 湿気のある",/dæmp/,10691,The clothes were still damp after being left outside in the rain.,雨の中に外に置かれた後、服はまだ湿っていました。,2997285
,,,denominator,〈C〉《数》分母 / 共通点,/dɪˈnɒmɪneɪtər/,11375,The denominator of the fraction is 12.,分数の分母は12である。,1017761
,,,directive,"【名/C】《...に関する》指令,命令,訓令《on ...》【形】指導的な,指示的な；《...を》指令する《of ...》",/dɪˈrɛktɪv/,11990,The teacher gave us a directive to complete the assignment by Friday.,先生は私たちに金曜日までに課題を完成させるよう指示を出しました。,1633498
,,,liver,(ある態度で)生活する人;居住者,/ˈlaɪvər/,24777,She is a high-liver.,彼女はお酒をよく飲む人です,15888
,,,discharge,"〈他〉の荷を下ろす / を発射する,放出する / 排出する / を解放する,放免する,赦免する〈自〉荷を下ろす",/dɪsˈtʃɑːrdʒ/,12066,The hospital will discharge the patient tomorrow.,病院は明日、患者を退院させます。,2997656
,,,locus,"(法律用語で)場所,位置  / (数学で,点が描く)軌跡",/'loʊkəs/,24885,The locus of the crime was carefully examined by the forensic team.,犯罪現場の場所は法医学チームによって注意深く調査された。,1628481
,,,epidemic,"【形】流行性の, 急速に広がる / (一般に)流行している / 【名/C】 (一時的な)流行病,伝染病 / 流行, はやり",/ɛpɪˈdɛmɪk/,14199,The government is taking measures to control the epidemic.,政府は流行性の制御策を取っています。,2998209
